user_id,total_events
1951,35
5273,35
6582,35
8011,35
7703,35
9655,35
7875,35
1007,35
7120,35
9831,35
9017,35
9431,35
9708,35
2490,35
3129,35
8618,35
3160,35
6006,35
6005,35
3340,35
9920,35
6095,35
8998,35
3040,35
490,35
6080,35
6717,35
1724,35
2046,35
4892,35
7469,35
2748,35
2478,35
6213,35
4681,35
1310,35
9445,35
4913,35
7925,35
2758,35
6055,35
9633,35
5130,35
6504,35
438,35
435,35
4284,35
417,35
7506,35
5172,35
9328,35
6556,35
6021,35
3514,35
199,35
5887,35
9555,35
1692,35
2709,35
6362,35
645,35
2764,35
2054,35
1475,35
2303,35
2302,35
2285,35
2280,35
4986,35
4509,35
2843,35
6105,35
3828,35
3656,35
7181,35
3589,35
9522,35
6852,35
6806,34
7732,34
3764,34
5768,34
5773,34
5751,34
7394,34
1447,34
3716,34
3719,34
2427,34
134,34
960,34
6439,34
2262,34
8787,34
3731,34
2053,34
4581,34
9564,34
6970,34
3498,34
5905,34
3985,34
1736,34
4251,34
6565,34
3921,34
8703,34
9419,34
5505,34
238,34
9907,34
9915,34
2102,34
4306,34
8578,34
4276,34
478,34
1056,34
4901,34
7930,34
2293,34
1306,34
1656,34
9151,34
7325,34
812,34
4771,34
1027,34
7349,34
8481,34
2724,34
5206,34
5480,34
1684,34
5518,34
5527,34
8875,34
7528,34
6879,34
6522,34
1019,34
175,34
156,34
8191,34
1292,34
8083,34
1620,34
6748,34
6604,34
4163,34
1954,34
353,34
8070,34
7282,34
4802,34
7981,34
4373,34
6942,34
7572,34
7579,34
2298,34
2328,34
8520,34
5263,34
9618,34
1949,34
3385,34
9893,34
5470,34
1226,34
8051,34
5486,34
9777,34
9792,34
2832,34
5565,34
6778,34
6759,34
5574,34
1590,34
3818,34
9695,34
856,34
6189,34
8910,34
5455,34
1210,34
9400,34
8666,34
3861,34
2946,34
4432,34
5073,34
978,34
6919,34
2196,34
848,34
6636,34
5297,34
346,34
4166,34
1123,34
4611,34
2318,34
9675,34
9679,34
4460,34
7399,34
5647,34
5657,34
9184,34
8464,34
9157,34
551,34
5974,34
5984,34
8227,34
9387,34
1180,34
2441,34
2646,34
661,34
695,34
947,34
948,34
4467,34
2834,34
8531,34
8532,34
9259,34
5796,34
5797,34
1517,34
5649,34
5733,34
4709,34
5725,33
6859,33
77,33
3651,33
53,33
7397,33
3683,33
3675,33
3691,33
9993,33
4978,33
4488,33
7909,33
2824,33
2256,33
2213,33
574,33
9058,33
971,33
5038,33
2896,33
2895,33
6477,33
6475,33
6109,33
9246,33
9238,33
868,33
4959,33
6432,33
2804,33
7294,33
7293,33
9279,33
541,33
539,33
527,33
526,33
5074,33
7027,33
7052,33
4416,33
9086,33
9075,33
4539,33
1012,33
6083,33
9284,33
7269,33
504,33
2973,33
7354,33
7274,33
7503,33
2141,33
5101,33
3035,33
4327,33
2100,33
6040,33
4940,33
6389,33
619,33
9104,33
9222,33
2110,33
476,33
9006,33
9845,33
429,33
8606,33
3002,33
8585,33
2093,33
2089,33
8391,33
2380,33
2708,33
642,33
6356,33
8500,33
1060,33
5197,33
8297,33
6517,33
6515,33
1091,33
9638,33
6048,33
8404,33
2370,33
2413,33
4563,33
4247,33
3128,33
9861,33
4228,33
8612,33
3142,33
1982,33
6601,33
6599,33
6597,33
9870,33
4204,33
1129,33
5991,33
8955,33
2372,33
4871,33
8478,33
9207,33
8635,33
9876,33
6595,33
6623,33
5351,33
1906,33
5339,33
7845,33
7507,33
3244,33
4141,33
4120,33
9205,33
6331,33
8901,33
9385,33
263,33
7228,33
5966,33
8061,33
4064,33
3336,33
3349,33
1189,33
5471,33
6704,33
8673,33
9403,33
6183,33
4829,33
7281,33
5502,33
8200,33
3999,33
1732,33
1705,33
9423,33
1261,33
7189,33
7819,33
7670,33
5884,33
1693,33
8471,33
810,33
7058,33
2633,33
6287,33
8086,33
9448,33
1633,33
6745,33
3841,33
3872,33
3534,33
3862,33
1330,33
6757,33
3565,33
1570,33
9138,33
6266,33
4661,33
2525,33
4763,33
8095,33
143,33
142,33
138,33
1531,33
3807,33
8759,33
3586,33
5792,33
5706,33
3605,33
2558,33
8448,33
750,33
4724,33
8455,33
7539,32
7548,32
3744,32
1446,32
7740,32
1488,32
5692,32
6830,32
3634,32
2516,32
2515,32
4723,32
6259,32
6247,32
768,32
3607,32
6833,32
5794,32
5793,32
8106,32
1390,32
1526,32
1523,32
3610,32
8753,32
9158,32
2607,32
2606,32
7079,32
9482,32
1543,32
9459,32
139,32
3597,32
8740,32
8739,32
2664,32
7316,32
7313,32
2472,32
785,32
2508,32
2594,32
4688,32
9758,32
7407,32
8160,32
5604,32
1575,32
1574,32
8722,32
8721,32
8469,32
651,32
4804,32
6181,32
2652,32
9748,32
717,32
9922,32
3566,32
1328,32
1614,32
1636,32
1631,32
5553,32
184,32
8479,32
2678,32
4836,32
9204,32
6178,32
7996,32
4854,32
691,32
3878,32
3505,32
8857,32
3859,32
3463,32
8709,32
206,32
7006,32
2733,32
9120,32
2371,32
860,32
7472,32
4868,32
9134,32
9132,32
4634,32
1667,32
5865,32
7552,32
3895,32
5877,32
9409,32
8870,32
9912,32
232,32
8869,32
6167,32
4593,32
2734,32
6352,32
3954,32
1718,32
5927,32
1733,32
1760,32
243,32
8879,32
8877,32
8199,32
5951,32
5466,32
8892,32
8688,32
8686,32
6703,32
2753,32
2776,32
4898,32
895,32
8390,32
4579,32
9116,32
8885,32
8882,32
1788,32
5960,32
7770,32
285,32
3328,32
8514,32
9097,32
593,32
2828,32
7702,32
6391,32
3369,32
5439,32
5434,32
5940,32
5383,32
1811,32
9680,32
6132,32
2813,32
7908,32
7907,32
608,32
9074,32
4502,32
7089,32
7217,32
3305,32
5977,32
9611,32
9369,32
6645,32
312,32
4471,32
2271,32
942,32
939,32
4528,32
2846,32
2845,32
7630,32
589,32
7852,32
8943,32
7647,32
7641,32
6653,32
9880,32
4116,32
1144,32
5285,32
9348,32
4169,32
6622,32
4153,32
4146,32
4461,32
6112,32
5007,32
2251,32
2216,32
8944,32
1131,32
8945,32
4183,32
967,32
2237,32
2890,32
9820,32
7894,32
4218,32
7132,32
7129,32
7128,32
1975,32
7375,32
7371,32
7862,32
4234,32
8615,32
5220,32
5246,32
3090,32
7272,32
2194,32
7044,32
2223,32
8552,32
4448,32
4445,32
4443,32
410,32
409,32
9865,32
6531,32
4226,32
8279,32
2047,32
2038,32
6512,32
7558,32
7578,32
4418,32
485,32
483,32
2001,32
1066,32
5175,32
3044,32
422,32
445,32
443,32
6540,32
7114,32
9833,32
9829,32
8024,32
5080,32
2175,32
495,32
8579,32
4334,32
2104,32
2130,32
463,32
9838,32
8996,32
9011,32
4324,32
2994,32
2098,32
9644,32
2144,32
9513,32
5780,32
1385,32
1381,32
1377,32
8139,32
90,32
87,32
3714,32
5745,32
8113,32
3739,32
3677,32
6840,32
3669,32
8779,32
3712,32
7537,31
3727,31
21,31
1453,31
5758,31
1402,31
9972,31
9975,31
6926,31
78,31
49,31
9502,31
8107,31
7972,31
4735,31
4734,31
765,31
2590,31
2579,31
3750,31
5653,31
5798,31
1530,31
1529,31
9956,31
6269,31
708,31
6260,31
4717,31
3067,31
7260,31
9830,31
465,31
2981,31
9038,31
4382,31
2138,31
2129,31
2929,31
6895,31
8583,31
8986,31
4332,31
995,31
5156,31
511,31
7560,31
2947,31
2974,31
2972,31
2971,31
2161,31
4430,31
4428,31
2916,31
2024,31
2080,31
8289,31
3071,31
6554,31
9841,31
4407,31
991,31
6097,31
6917,31
5045,31
9054,31
6450,31
8546,31
8594,31
7235,31
4250,31
1991,31
1081,31
8276,31
8273,31
2044,31
9630,31
1974,31
1972,31
1970,31
7376,31
5254,31
4240,31
382,31
6591,31
4230,31
1996,31
1099,31
5219,31
2005,31
6571,31
416,31
4192,31
7866,31
4405,31
4404,31
2934,31
9050,31
953,31
952,31
950,31
969,31
5010,31
4433,31
7897,31
7136,31
4202,31
6003,31
2243,31
4452,31
4449,31
4479,31
545,31
566,31
1118,31
5990,31
5277,31
7365,31
1941,31
8956,31
8946,31
4196,31
6580,31
4161,31
6610,31
6640,31
9885,31
9881,31
3232,31
6014,31
1146,31
5286,31
3171,31
3190,31
9873,31
4458,31
2903,31
6106,31
9251,31
2253,31
6643,31
7853,31
4473,31
882,31
916,31
4962,31
4991,31
548,31
2859,31
3234,31
3261,31
4111,31
1888,31
1165,31
5340,31
1915,31
4069,31
4068,31
8542,31
9673,31
9665,31
7704,31
6137,31
2815,31
6426,31
4092,31
7835,31
1818,31
1817,31
1861,31
5367,31
5364,31
2829,31
8009,31
904,31
2324,31
2294,31
2290,31
635,31
7922,31
8216,31
9379,31
5394,31
5422,31
5971,31
5970,31
8224,31
9384,31
4906,31
6160,31
6156,31
4910,31
9118,31
3971,31
1208,31
9598,31
9596,31
1762,31
1790,31
5447,31
7763,31
4006,31
8528,31
2831,31
244,31
9903,31
215,31
3976,31
3972,31
7392,31
7389,31
5947,31
1229,31
5433,31
6708,31
7775,31
6384,31
7104,31
2787,31
2333,31
2379,31
2389,31
9681,31
872,31
839,31
8000,31
8486,31
4603,31
4566,31
6900,31
9763,31
5935,31
1234,31
1748,31
3991,31
3406,31
9574,31
9572,31
3938,31
6726,31
6691,31
7521,31
3934,31
3927,31
3925,31
5909,31
5523,31
5520,31
1719,31
7212,31
3962,31
6396,31
9560,31
7004,31
2374,31
4875,31
4869,31
8408,31
9769,31
6311,31
2700,31
7003,31
5875,31
9578,31
5861,31
6993,31
5530,31
9420,31
1677,31
164,31
6750,31
3517,31
3474,31
3884,31
3469,31
3892,31
3915,31
8854,31
3487,31
6742,31
223,31
7164,31
5885,31
6945,31
9921,31
7795,31
4596,31
6196,31
4824,31
6332,31
663,31
662,31
6328,31
9122,31
3536,31
8731,31
5543,31
1657,31
1680,31
1678,31
3852,31
2647,31
4840,31
9185,31
9709,31
7940,31
712,31
673,31
4668,31
4665,31
9932,31
3546,31
3568,31
1323,31
1321,31
1645,31
3801,31
2479,31
815,31
4789,31
2598,31
7305,31
2627,31
4685,31
3808,31
5626,31
1596,31
5612,31
5854,31
5843,31
8171,31
8723,31
4704,31
4701,31
4753,31
6240,31
9720,31
792,31
6232,31
4776,31
6776,31
3773,31
5669,31
5635,31
5812,31
1355,31
5648,31
1561,31
8109,31
45,31
60,31
3664,31
3660,31
8133,31
7738,31
5655,31
3761,31
6854,31
8767,31
3730,31
8444,31
2541,31
9179,31
9172,31
2115,31
5123,31
460,31
4342,31
6498,31
6875,31
493,31
2999,31
2128,31
2126,31
8020,31
1030,31
9646,31
7353,31
55,31
5700,31
9991,30
9966,30
69,30
8796,30
1428,30
1431,30
7420,30
9970,30
9977,30
8783,30
89,30
6860,30
3604,30
9957,30
9948,30
9950,30
3775,30
6812,30
6815,30
124,30
126,30
8124,30
8808,30
8801,30
8802,30
129,30
6794,30
3821,30
3812,30
8824,30
3569,30
8832,30
6760,30
3521,30
5737,30
1438,30
1439,30
8118,30
3526,30
3511,30
3869,30
7802,30
149,30
155,30
182,30
163,30
165,30
3490,30
3504,30
7165,30
3901,30
3902,30
5781,30
5722,30
1461,30
1462,30
6730,30
6740,30
8708,30
3911,30
3890,30
3425,30
3468,30
6722,30
3941,30
3949,30
8137,30
7191,30
7533,30
3967,30
3984,30
8691,30
211,30
9901,30
7529,30
3408,30
4015,30
6697,30
6700,30
246,30
267,30
8684,30
3364,30
5708,30
3374,30
4010,30
4037,30
8905,30
3358,30
3326,30
279,30
8897,30
8898,30
4017,30
7141,30
3285,30
3315,30
3317,30
4086,30
4087,30
5795,30
1511,30
1519,30
1491,30
6647,30
291,30
303,30
275,30
4088,30
4089,30
4096,30
8922,30
7224,30
4099,30
3235,30
9483,30
5639,30
4126,30
8645,30
8938,30
4137,30
7847,30
6646,30
3243,30
9879,30
6635,30
3220,30
6594,30
7514,30
7517,30
3212,30
9544,30
5837,30
5811,30
4191,30
323,30
357,30
359,30
6614,30
4207,30
339,30
369,30
3109,30
3110,30
8623,30
395,30
4235,30
9458,30
7400,30
8166,30
3106,30
4238,30
4255,30
6561,30
3094,30
7259,30
3081,30
3057,30
8974,30
9844,30
3049,30
4311,30
9463,30
5617,30
8165,30
4319,30
8985,30
8991,30
441,30
423,30
4346,30
9002,30
452,30
3023,30
4321,30
6874,30
4397,30
2984,30
8571,30
1337,30
1338,30
470,30
7498,30
7249,30
2976,30
6511,30
7266,30
6508,30
6509,30
487,30
9824,30
517,30
518,30
9040,30
4419,30
9046,30
5569,30
1600,30
5570,30
6488,30
8550,30
2921,30
8558,30
7892,30
7902,30
4464,30
2894,30
8534,30
7621,30
7623,30
9452,30
591,30
2818,30
4510,30
4486,30
4499,30
7906,30
2786,30
9779,30
594,30
4556,30
7696,30
7090,30
6399,30
6371,30
2768,30
9105,30
8506,30
5548,30
5550,30
8190,30
5582,30
7488,30
6382,30
2722,30
2732,30
669,30
6349,30
6903,30
2706,30
8484,30
4618,30
4619,30
1253,30
9770,30
9772,30
8465,30
690,30
9146,30
2657,30
4663,30
6314,30
4643,30
4676,30
7960,30
2635,30
2636,30
7302,30
7306,30
9152,30
2625,30
4689,30
4693,30
9432,30
9434,30
9450,30
4698,30
6272,30
6242,30
6927,30
2604,30
4727,30
4728,30
6225,30
7967,30
2572,30
1269,30
9439,30
1691,30
6982,30
5538,30
7977,30
6244,30
748,30
4741,30
9183,30
2535,30
8438,30
2526,30
2527,30
793,30
1201,30
9714,30
7080,30
4790,30
832,30
4798,30
4769,30
8420,30
8432,30
845,30
2460,30
9187,30
9189,30
9198,30
4841,30
2424,30
4826,30
5482,30
9410,30
1247,30
1255,30
1258,30
6206,30
2386,30
4837,30
6192,30
2373,30
2403,30
2404,30
838,30
8399,30
9584,30
5925,30
6154,30
891,30
896,30
6158,30
2347,30
2348,30
2365,30
4944,30
4919,30
4921,30
899,30
8006,30
8008,30
6115,30
7607,30
7595,30
867,30
8379,30
4983,30
2273,30
2286,30
2261,30
8366,30
5000,30
2270,30
2246,30
9248,30
9250,30
963,30
6099,30
6101,30
2236,30
5013,30
1220,30
1230,30
8072,30
7363,30
975,30
9272,30
982,30
986,30
961,30
7712,30
2193,30
7026,30
5078,30
2190,30
2155,30
1786,30
5430,30
9649,30
6944,30
9286,30
9664,30
9291,30
2145,30
2142,30
7350,30
998,30
1025,30
1028,30
8023,30
8306,30
8318,30
1823,30
5427,30
1793,30
9399,30
2105,30
2106,30
2107,30
5157,30
5159,30
5161,30
5162,30
5167,30
6059,30
8300,30
1183,30
9606,30
8215,30
1819,30
1070,30
1036,30
5228,30
2041,30
8274,30
1085,30
6022,30
5239,30
5240,30
2017,30
7035,30
1094,30
1981,30
1847,30
9389,30
1831,30
5378,30
7345,30
1966,30
6004,30
1967,30
1968,30
5265,30
5270,30
1128,30
1134,30
9616,30
1113,30
1952,30
1960,30
5279,30
5249,30
5294,30
7726,30
9609,30
5300,30
5999,30
1143,30
1907,30
7434,30
1899,30
1902,30
1875,30
5353,30
1867,30
1883,30
9361,30
5346,30
1853,30
1860,30
1865,30
7715,30
3693,30
62,30
63,30
3701,30
3710,30
52,30
6845,30
7,30
11,30
7541,29
9995,29
8795,29
7418,29
7419,29
9976,29
8784,29
3697,29
7182,29
7021,29
7714,29
7716,29
9999,29
73,29
93,29
95,29
6862,29
3757,29
99,29
100,29
9374,29
1901,29
5358,29
5336,29
1870,29
9366,29
5370,29
3624,29
7789,29
9955,29
8119,29
8811,29
3608,29
3612,29
3613,29
8760,29
7652,29
9943,29
5342,29
8251,29
8252,29
6954,29
7792,29
6797,29
3797,29
7198,29
3814,29
3564,29
9923,29
7806,29
6777,29
3549,29
3522,29
1931,29
7581,29
3557,29
1436,29
1440,29
5760,29
3510,29
7799,29
174,29
145,29
8837,29
8856,29
6751,29
186,29
6768,29
3493,29
8229,29
1844,29
5302,29
5717,29
1383,29
1384,29
7412,29
7417,29
5754,29
8108,29
5786,29
1458,29
3903,29
177,29
8272,29
5290,29
6738,29
3904,29
3481,29
3919,29
3929,29
3931,29
7823,29
6725,29
198,29
3939,29
3943,29
5763,29
5807,29
9497,29
5253,29
1127,29
6028,29
6002,29
3445,29
3451,29
3923,29
3411,29
3417,29
3423,29
237,29
239,29
9911,29
9914,29
3434,29
8690,29
212,29
1849,29
5377,29
3379,29
3419,29
3989,29
8883,29
8886,29
8889,29
8891,29
8678,29
270,29
9890,29
3330,29
5677,29
1495,29
9525,29
7030,29
7038,29
6007,29
1097,29
1078,29
1977,29
1979,29
1997,29
3347,29
3348,29
3329,29
8900,29
4040,29
7139,29
7148,29
8285,29
2006,29
5223,29
8657,29
3289,29
5818,29
5676,29
273,29
8917,29
7219,29
4098,29
3277,29
4122,29
9487,29
1525,29
1533,29
1508,29
1509,29
8105,29
2042,29
6017,29
8282,29
3254,29
8649,29
332,29
3245,29
8937,29
9884,29
7511,29
7642,29
3221,29
7515,29
7492,29
7494,29
349,29
4157,29
1041,29
1010,29
1050,29
5204,29
3213,29
3191,29
1314,29
9540,29
9547,29
9549,29
8159,29
1545,29
9642,29
1153,29
1156,29
1200,29
5435,29
1808,29
7247,29
8628,29
8629,29
3198,29
4181,29
4194,29
6615,29
4197,29
4206,29
3126,29
3161,29
2070,29
5189,29
9308,29
338,29
370,29
6605,29
3148,29
6588,29
379,29
337,29
8963,29
1555,29
1557,29
1567,29
8154,29
8155,29
8156,29
2083,29
5154,29
6062,29
6035,29
2090,29
4210,29
3119,29
8961,29
402,29
405,29
408,29
7871,29
3097,29
7258,29
4287,29
4260,29
3082,29
5446,29
5452,29
1795,29
1797,29
9395,29
2081,29
8976,29
6519,29
3068,29
3069,29
4317,29
5609,29
9460,29
5588,29
5621,29
8320,29
5105,29
5107,29
5090,29
5136,29
8309,29
8313,29
4320,29
8980,29
4336,29
8584,29
440,29
3025,29
9003,29
2998,29
6069,29
8335,29
4322,29
4357,29
9836,29
6878,29
6500,29
6501,29
4368,29
9016,29
4369,29
4380,29
2978,29
8170,29
1335,29
5845,29
5868,29
8175,29
6913,29
6915,29
2169,29
9281,29
5082,29
5057,29
6084,29
7504,29
9827,29
7119,29
7887,29
7682,29
7685,29
7690,29
6510,29
513,29
5959,29
9404,29
1188,29
2919,29
2945,29
4431,29
2935,29
6453,29
7888,29
1569,29
1602,29
1606,29
1609,29
8167,29
544,29
2166,29
2199,29
2205,29
7050,29
7055,29
9290,29
2185,29
2189,29
2192,29
6484,29
6486,29
9052,29
4457,29
6469,29
8338,29
2180,29
9268,29
7708,29
992,29
7448,29
7452,29
9057,29
4440,29
6417,29
6458,29
6462,29
4476,29
2836,29
2837,29
4454,29
2819,29
1190,29
1223,29
1224,29
7379,29
2852,29
1325,29
8081,29
8082,29
1587,29
588,29
9793,29
9799,29
6434,29
6443,29
6444,29
2817,29
4506,29
959,29
933,29
2211,29
2212,29
968,29
4507,29
4500,29
9085,29
2802,29
577,29
582,29
6424,29
623,29
9778,29
5024,29
9780,29
9789,29
595,29
2801,29
4548,29
2773,29
7077,29
615,29
6397,29
8507,29
5568,29
8179,29
1628,29
1642,29
1612,29
6361,29
2277,29
2284,29
4992,29
6123,29
6128,29
936,29
7486,29
2743,29
626,29
6346,29
6351,29
6902,29
4568,29
4604,29
8487,29
8493,29
4617,29
9678,29
8380,29
4979,29
9566,29
1308,29
5544,29
4601,29
9133,29
2699,29
2704,29
4610,29
4652,29
4656,29
2669,29
9760,29
699,29
926,29
1774,29
1754,29
1759,29
1741,29
1203,29
6335,29
9149,29
2660,29
7941,29
2651,29
9137,29
4679,29
6286,29
7962,29
9756,29
2319,29
8371,29
2634,29
2624,29
1635,29
9427,29
9446,29
8092,29
8094,29
9159,29
9162,29
4714,29
7747,29
8458,29
2578,29
4937,29
2342,29
4914,29
4916,29
7068,29
2325,29
2602,29
755,29
4733,29
9181,29
2575,29
2550,29
7001,29
6980,29
1295,29
6974,29
9689,29
889,29
892,29
6159,29
2322,29
749,29
9175,29
4738,29
4745,29
2497,29
2537,29
4767,29
8440,29
2484,29
4782,29
8387,29
1242,29
753,29
1698,29
5533,29
796,29
797,29
6239,29
2502,29
2504,29
2507,29
829,29
6209,29
6221,29
4799,29
8422,29
7616,29
7315,29
2392,29
4888,29
2377,29
4909,29
2491,29
9699,29
802,29
4839,29
9212,29
4863,29
1722,29
9413,29
6197,29
6198,29
6204,29
6190,29
2411,29
2412,29
874,29
48,29
9964,29
23,29
28,29
8790,29
8794,29
3684,29
3687,29
3671,29
6846,29
3707,28
9981,28
6844,28
3703,28
5373,28
7184,28
9979,28
9971,28
7423,28
1427,28
7544,28
7542,28
3769,28
2390,28
873,28
6172,28
6165,28
6131,28
2361,28
6173,28
6849,28
9951,28
9958,28
83,28
72,28
852,28
851,28
2430,28
825,28
824,28
817,28
1257,28
1219,28
6817,28
3603,28
3630,28
5366,28
5334,28
6933,28
6931,28
1676,28
5492,28
9411,28
4855,28
4844,28
4812,28
7396,28
8807,28
8754,28
3778,28
9953,28
96,28
9940,28
81,28
9705,28
6179,28
8431,28
8427,28
8424,28
2489,28
8804,28
7664,28
7650,28
8738,28
3802,28
8126,28
1408,28
6786,28
1163,28
6951,28
5954,28
1920,28
2457,28
8405,28
4887,28
4881,28
4880,28
2391,28
2451,28
2449,28
9199,28
6779,28
7808,28
3547,28
8828,28
3813,28
3834,28
8734,28
8732,28
2465,28
6223,28
6222,28
6215,28
7983,28
807,28
7087,28
2512,28
2459,28
5986,28
6013,28
1124,28
8040,28
8038,28
1936,28
1928,28
5305,28
5873,28
5901,28
6998,28
5536,28
5528,28
9424,28
5475,28
5474,28
7321,28
3528,28
3863,28
9508,28
1437,28
5744,28
3851,28
3491,28
1743,28
8069,28
5934,28
1236,28
2523,28
7794,28
7161,28
152,28
7803,28
3877,28
5304,28
8264,28
5391,28
5982,28
5981,28
5978,28
5973,28
7665,28
3502,28
5291,28
2485,28
2500,28
4764,28
4722,28
9171,28
2556,28
783,28
5504,28
9221,28
9220,28
2321,28
6155,28
6118,28
5476,28
2522,28
9614,28
5987,28
8271,28
7368,28
7367,28
5699,28
1389,28
3897,28
5539,28
6979,28
5876,28
2543,28
4730,28
4729,28
6230,28
3457,28
8853,28
6706,28
6735,28
219,28
178,28
9610,28
5805,28
5804,28
6728,28
7824,28
6690,28
7523,28
3935,28
3930,28
3924,28
761,28
910,28
7698,28
2327,28
7069,28
2337,28
9232,28
4932,28
2544,28
747,28
740,28
739,28
2614,28
9155,28
9433,28
5857,28
9622,28
1971,28
7373,28
5251,28
7011,28
235,28
3412,28
3958,28
8701,28
8141,28
7040,28
5886,28
6975,28
2621,28
2619,28
7964,28
731,28
728,28
8461,28
5421,28
1810,28
1829,28
5406,28
5397,28
1846,28
9331,28
9330,28
6716,28
8675,28
4930,28
2313,28
6141,28
6140,28
6133,28
8003,28
8002,28
911,28
9759,28
3391,28
3346,28
3992,28
3988,28
3421,28
3395,28
9904,28
218,28
7010,28
7958,28
4683,28
7285,28
7945,28
6275,28
6301,28
6293,28
4671,28
1486,28
7731,28
5685,28
3363,28
8893,28
8682,28
8680,28
6707,28
7828,28
7772,28
700,28
1735,28
7600,28
8207,28
8195,28
5484,28
927,28
4003,28
9526,28
1978,28
1076,28
1042,28
6008,28
5789,28
9492,28
4046,28
9125,28
8467,28
4633,28
4602,28
4043,28
4042,28
7771,28
262,28
261,28
284,28
9343,28
4595,28
2691,28
1653,28
1650,28
1283,28
1281,28
1309,28
9565,28
2690,28
9141,28
9340,28
9335,28
9325,28
1994,28
1990,28
7140,28
7679,28
4021,28
4057,28
4985,28
8378,28
7339,28
9245,28
9671,28
9668,28
2683,28
4599,28
3307,28
3306,28
8668,28
8665,28
8662,28
1986,28
7761,28
4615,28
4564,28
6884,28
6897,28
672,28
652,28
2694,28
9117,28
6660,28
299,28
5675,28
1489,28
1514,28
5820,28
1363,28
1507,28
9776,28
914,28
6121,28
4965,28
4990,28
4616,28
1528,28
1522,28
5638,28
3266,28
3265,28
4105,28
4090,28
8644,28
1601,28
8181,28
5566,28
6889,28
4592,28
7926,28
2707,28
6041,28
6010,28
1059,28
8277,28
3237,28
3222,28
4117,28
4140,28
6670,28
309,28
305,28
3264,28
3255,28
8940,28
3210,28
2754,28
2769,28
2798,28
333,28
347,28
4148,28
4147,28
7639,28
6625,28
7854,28
9882,28
7638,28
7635,28
7634,28
9254,28
2248,28
2267,28
2263,28
5001,28
4996,28
621,28
7920,28
9541,28
5187,28
5213,28
2059,28
2056,28
2052,28
9320,28
5178,28
1053,28
1046,28
1040,28
8631,28
4505,28
7905,28
606,28
9073,28
5017,28
4511,28
5039,28
929,28
7627,28
4543,28
7246,28
9605,28
1184,28
1179,28
1062,28
7241,28
6619,28
364,28
322,28
6608,28
6606,28
3199,28
4179,28
8638,28
5174,28
590,28
549,28
5556,28
1327,28
1322,28
1319,28
5171,28
9300,28
5190,28
8291,28
2067,28
6585,28
1769,28
8052,28
2822,28
2820,28
4232,28
8609,28
3150,28
3141,28
3113,28
9872,28
340,28
4223,28
5644,28
7404,28
7403,28
3132,28
8971,28
8965,28
4237,28
398,28
7861,28
6589,28
4243,28
2876,28
4475,28
